Id,Universitas,Rank Universitas (Indonesia),Fakultas,Program Studi,Daya Tampung,Gelar ,UKT WNI,UKT WNA,SUMBER,Tanggal Akses
174,Universitas Hasanuddin,329,,Arsitektur,0,,"21,100,000",,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
175,Universitas Hasanuddin,329,,Teknik Geologi,0,,16000000,,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
176,Universitas Hasanuddin,329,,Teknik Informatika,0,,"21,000,000",,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
177,Universitas Hasanuddin,329,,Ilmu Keperawatan,0,,16000000,,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
178,Universitas Hasanuddin,329,,Ilmu Komunikasi,0,,16000000,,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
179,Universitas Hasanuddin,329,,Ilmu Gizi,0,,"21,100,000",,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
180,Universitas Hasanuddin,329,,Administrasi Publik,0,,15000000,,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
181,Universitas Hasanuddin,329,,Farmasi,0,,"17,250,000",,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
182,Universitas Islam Indonesia,574,,Manajemen,0,,11400000,,https://www.uii.ac.id/international-program/ & https://pmb.uii.ac.id/biaya/,5 Mei 2025
183,Universitas Islam Indonesia,574,,Akuntansi ,0,,11200000,,https://www.uii.ac.id/international-program/ & https://pmb.uii.ac.id/biaya/,5 Mei 2025
184,Universitas Islam Indonesia,574,,Ekonomi Pembangunan ,0,,9650000,,https://www.uii.ac.id/international-program/ & https://pmb.uii.ac.id/biaya/,5 Mei 2025
185,Universitas Islam Indonesia,574,,Hukum,0,,8750000,,https://www.uii.ac.id/international-program/ & https://pmb.uii.ac.id/biaya/,5 Mei 2025
186,Universitas Islam Indonesia,574,,Teknik Industri,0,,11750000,,https://www.uii.ac.id/international-program/ & https://pmb.uii.ac.id/biaya/,5 Mei 2025
187,Universitas Islam Indonesia,574,,Teknik Kimia ,0,,9700000,,https://www.uii.ac.id/international-program/ & https://pmb.uii.ac.id/biaya/,5 Mei 2025
188,Universitas Islam Indonesia,574,,Informatika ,0,,10000000,,https://www.uii.ac.id/international-program/ & https://pmb.uii.ac.id/biaya/,5 Mei 2025
189,Universitas Islam Indonesia,574,,Teknik Sipil ,0,,11150000,,https://www.uii.ac.id/international-program/ & https://pmb.uii.ac.id/biaya/,5 Mei 2025
190,Universitas Islam Indonesia,574,,Arsitektur ,0,,11600000,,https://www.uii.ac.id/international-program/ & https://pmb.uii.ac.id/biaya/,5 Mei 2025
191,Universitas Islam Indonesia,574,,Farmasi ,0,,11100000,,https://www.uii.ac.id/international-program/ & https://pmb.uii.ac.id/biaya/,5 Mei 2025
192,Universitas Islam Indonesia,574,,Hukum Keluarga Islam ,0,,5800000,,https://www.uii.ac.id/international-program/ & https://pmb.uii.ac.id/biaya/,5 Mei 2025
193,Universitas Islam Indonesia,574,,Ilmu Komunikasi ,0,,7550000,,https://www.uii.ac.id/international-program/ & https://pmb.uii.ac.id/biaya/,5 Mei 2025
194,Universitas Islam Indonesia,574,,Hubungan Internasional ,0,,8200000,,https://www.uii.ac.id/international-program/ & https://pmb.uii.ac.id/biaya/,5 Mei 2025
201,Universitas Surabaya,1116,,Manajemen Pendidikan,0,,12600000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
202,Universitas Surabaya,1116,,Pendidikan Guru Sekolah Dasar,0,,17900000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
203,Universitas Surabaya,1116,,Akuntansi,0,,12600000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
204,Universitas Surabaya,1116,,Manajemen,0,,12000000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
205,Universitas Surabaya,1116,,Pendidikan Matematika,0,,13200000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
206,Universitas Surabaya,1116,,Biologi,0,,13200000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
207,Universitas Surabaya,1116,,Fisika,0,,12100000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
208,Universitas Surabaya,1116,,Administrasi Publik,0,,12000000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
209,Universitas Surabaya,1116,,Hukum,0,,12000000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
210,Universitas Surabaya,1116,,Pendidikan Bahasa Mandarin,0,,11000000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
211,Universitas Surabaya,1116,,Sastra Inggris,0,,12000000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
212,Universitas Surabaya,1116,,"Pendidikan Jasmani, Rekreasi dan Kesehatan",0,,13200000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
213,Universitas Surabaya,1116,,Pendidikan Kepelatihan Olahraga,0,,13200000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
214,Universitas Surabaya,1116,,Administrasi Publik (Sekolah Kejuruan),0,,12600000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
215,Universitas Surabaya,1116,,Teknik Elektro,0,,12100000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
216,Universitas Surabaya,1116,,Ekonomi Islam,0,,12000000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025
